País da empresa,Localização da empresa,Estado,Cidade,Cidade_empresa,Estado_empresa,Localizacao_empresa_padronizada,Cidade_empresa_padronizada,Estado_empresa_padronizada,Pais_empresa_padronizada,Pais_consistente
Portugal,"Santarém, Santarém, Portugal",Santarém,Santarém,Santarém,Santarém,"Santarém, Santarém, Portugal",Santarém,Santarém,Portugal,Portugal
Portugal,"Santarém, Santarém, Portugal",Santarém,Santarém,Santarém,Santarém,"Santarém, Santarém, Portugal",Santarém,Santarém,Portugal,Portugal
Portugal,"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Portugal,"Lisbon, Lisbon, Portugal",Braga,Braga,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Italy,"Milan, Lombardy, Italy",Viana do Castelo,Viana do Castelo,Milan,Lombardy,"Milan, Lombardy, Itália",Milan,Lombardy,Itália,Itália
Portugal,"Lisbon, Lisbon, Portugal",Porto,Porto,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Afghanistan,Afghanistan,Federal District,Juárez,Afghanistan,,Afghanistan,Afghanistan,,,
,,Porto,Maia,,,"Maia, Porto",,,,
Portugal,"Seixal, Setúbal, Portugal",Lisbon,Lisboa,Seixal,Setúbal,"Seixal, Setúbal, Portugal",Seixal,Setúbal,Portugal,Portugal
Portugal,"Lisbon, Lisbon, Portugal",,,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Portugal,"Seixal, Setúbal, Portugal",Setúbal,Montijo,Seixal,Setúbal,"Seixal, Setúbal, Portugal",Seixal,Setúbal,Portugal,Portugal
Portugal,"Leiria, Leiria, Portugal",Mexico City,Tlalpan,Leiria,Leiria,"Leiria, Leiria, Portugal",Leiria,Leiria,Portugal,Portugal
Portugal,"Porto, Porto, Portugal",Utrecht Province,Baarn,Porto,Porto,"Porto, Porto, Portugal",Porto,Porto,Portugal,Portugal
Afghanistan,Afghanistan,,Mexico City,Afghanistan,,Afghanistan,Afghanistan,,,
Portugal,"Lisbon, Lisbon, Portugal",Setúbal,Seixal,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Portugal,"Porto, Porto, Portugal",,,Porto,Porto,"Porto, Porto, Portugal",Porto,Porto,Portugal,Portugal
Portugal,"Sintra, Lisbon, Portugal",Lisbon,Lisbon,Sintra,Lisbon,"Sintra, Lisboa, Portugal",Sintra,Lisboa,Portugal,Portugal
Portugal,"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Portugal,"Lisbon, Lisbon, Portugal",,Évora,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Portugal,Lisbon Metropolitan Area,Leiria,Alcobaça,Lisbon Metropolitan Area,,Lisbon Metropolitan Area,Lisbon Metropolitan Area,,,
Portugal,"Lisbon, Lisbon, Portugal",Lisbon,Lisboa,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Portugal,"Lisbon, Lisbon, Portugal",Lisbon,Lisboa,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Portugal,"Lisbon, Lisbon, Portugal",,,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Portugal,"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Portugal,"Lisbon, Lisbon, Portugal",Lisbon,Lisboa,Lisbon,Lisbon,"Lisbon, Lisboa, Portugal",Lisbon,Lisboa,Portugal,Portugal
Germany,"Cologne, North Rhine-Westphalia, Germany",Porto,Santo Tirso,Cologne,North Rhine-Westphalia,"Cologne, Renânia Do Norte-Vestfália, Alemanha",Cologne,Renânia Do Norte-Vestfália,Alemanha,Alemanha
Portugal,"São Roque do Pico, Ilha do Pico, Portugal",,Lajes,São Roque do Pico,Ilha do Pico,"São Roque Do Pico, Ilha Do Pico, Portugal",São Roque Do Pico,Ilha Do Pico,Portugal,Portugal
Portugal,"São Roque do Pico, Ilha do Pico, Portugal",,Lajes,São Roque do Pico,Ilha do Pico,"São Roque Do Pico, Ilha Do Pico, Portugal",São Roque Do Pico,Ilha Do Pico,Portugal,Portugal
Portugal,Portugal,Lisbon,Loures,Portugal,,Portugal,Portugal,,,Portugal
Portugal,"Loulé, Faro, Portugal",Faro,Faro,Loulé,Faro,"Loulé, Faro, Portugal",Loulé,Faro,Portugal,Portugal
Portugal,"Torres Vedras, Lisbon, Portugal",Lisbon,Lisboa,Torres Vedras,Lisbon,"Torres Vedras, Lisboa, Portugal",Torres Vedras,Lisboa,Portugal,Portugal
Portugal,"Matosinhos, Porto, Portugal",,,Matosinhos,Porto,"Matosinhos, Porto, Portugal",Matosinhos,Porto,Portugal,Portugal
Portugal,Portugal,Lisbon,Vila Franca de Xira,Portugal,,Portugal,Portugal,,,
Portugal,"Sintra, Lisbon, Portugal",Lisbon,Lisboa,Sintra,Lisbon,"Sintra, Lisboa, Portugal",Sintra,Lisboa,Portugal,Portugal
